2025-11-14T06:09:01.000000000Z [inf]  Starting Container
2025-11-14T06:19:21.987004050Z [err]  100.64.0.15 - - [14/Nov/2025 06:19:21] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T06:19:21.987010372Z [err]  100.64.0.15 - - [14/Nov/2025 06:19:21] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T06:19:21.987016595Z [err]  100.64.0.15 - - [14/Nov/2025 06:19:21] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T06:19:22.062903833Z [err]  100.64.0.4 - - [14/Nov/2025 06:19:22] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T06:19:22.325265734Z [err]  100.64.0.15 - - [14/Nov/2025 06:19:22] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T06:19:32.002064041Z [err]  100.64.0.4 - - [14/Nov/2025 06:19:31] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T06:19:32.002068283Z [err]  100.64.0.4 - - [14/Nov/2025 06:19:31] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T06:19:32.002072273Z [err]  100.64.0.4 - - [14/Nov/2025 06:19:31] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T06:19:32.002077113Z [err]  100.64.0.4 - - [14/Nov/2025 06:19:31] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T06:19:32.002082140Z [err]  100.64.0.4 - - [14/Nov/2025 06:19:31] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T06:19:32.061276567Z [err]  100.64.0.17 - - [14/Nov/2025 06:19:32] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T06:19:32.247098731Z [err]  100.64.0.4 - - [14/Nov/2025 06:19:32] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T06:19:52.276274592Z [err]  100.64.0.15 - - [14/Nov/2025 06:19:52] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T06:19:52.276282007Z [err]  100.64.0.15 - - [14/Nov/2025 06:19:52] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T06:19:52.276290685Z [err]  100.64.0.15 - - [14/Nov/2025 06:19:52] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T06:19:52.276302118Z [err]  100.64.0.15 - - [14/Nov/2025 06:19:52] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T06:19:52.276308995Z [err]  100.64.0.3 - - [14/Nov/2025 06:19:52] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T06:19:52.276313657Z [err]  100.64.0.15 - - [14/Nov/2025 06:19:52] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T06:19:52.458073780Z [err]  100.64.0.15 - - [14/Nov/2025 06:19:52] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T06:20:32.494826742Z [err]  100.64.0.4 - - [14/Nov/2025 06:20:32] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T06:20:32.494852108Z [err]  100.64.0.15 - - [14/Nov/2025 06:20:22] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T06:20:32.494864865Z [err]  100.64.0.15 - - [14/Nov/2025 06:20:22] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T06:20:32.494872063Z [err]  100.64.0.15 - - [14/Nov/2025 06:20:23] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T06:20:32.494878320Z [err]  100.64.0.15 - - [14/Nov/2025 06:20:23] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T06:20:32.494884798Z [err]  100.64.0.4 - - [14/Nov/2025 06:20:31] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T06:20:32.494892079Z [err]  100.64.0.4 - - [14/Nov/2025 06:20:31] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T06:20:32.494904406Z [err]  100.64.0.4 - - [14/Nov/2025 06:20:31] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T06:20:32.494905572Z [err]  100.64.0.15 - - [14/Nov/2025 06:20:22] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T06:20:32.494915003Z [err]  100.64.0.4 - - [14/Nov/2025 06:20:31] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T06:20:32.494918823Z [err]  100.64.0.15 - - [14/Nov/2025 06:20:22] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T06:20:32.494924041Z [err]  100.64.0.4 - - [14/Nov/2025 06:20:31] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T06:20:32.494932366Z [err]  100.64.0.15 - - [14/Nov/2025 06:20:22] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T06:20:32.494935991Z [err]  100.64.0.12 - - [14/Nov/2025 06:20:31] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T06:20:52.474501517Z [err]  100.64.0.14 - - [14/Nov/2025 06:20:52] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T06:20:52.474512015Z [err]  100.64.0.15 - - [14/Nov/2025 06:20:52] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T06:20:52.474518658Z [err]  100.64.0.15 - - [14/Nov/2025 06:20:51] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T06:20:52.474526929Z [err]  100.64.0.15 - - [14/Nov/2025 06:20:51] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T06:20:52.474534641Z [err]  100.64.0.15 - - [14/Nov/2025 06:20:51] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T06:20:52.474541694Z [err]  100.64.0.15 - - [14/Nov/2025 06:20:51] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T06:20:52.474549237Z [err]  100.64.0.15 - - [14/Nov/2025 06:20:51] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T06:21:32.484085721Z [err]  100.64.0.15 - - [14/Nov/2025 06:21:23] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T06:21:32.484093444Z [err]  100.64.0.15 - - [14/Nov/2025 06:21:23] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T06:21:32.484098574Z [err]  100.64.0.2 - - [14/Nov/2025 06:21:23] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T06:21:32.484103266Z [err]  100.64.0.15 - - [14/Nov/2025 06:21:23] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T06:21:32.484107377Z [err]  100.64.0.15 - - [14/Nov/2025 06:21:23] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T06:21:32.484111991Z [err]  100.64.0.15 - - [14/Nov/2025 06:21:23] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T06:21:32.484115979Z [err]  100.64.0.15 - - [14/Nov/2025 06:21:23] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T06:21:32.484120389Z [err]  100.64.0.4 - - [14/Nov/2025 06:21:31] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T06:21:32.484124280Z [err]  100.64.0.4 - - [14/Nov/2025 06:21:31] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T06:21:32.484128618Z [err]  100.64.0.4 - - [14/Nov/2025 06:21:31] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T06:21:32.484133037Z [err]  100.64.0.4 - - [14/Nov/2025 06:21:31] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T06:21:32.484137145Z [err]  100.64.0.4 - - [14/Nov/2025 06:21:31] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T06:21:32.484142135Z [err]  100.64.0.12 - - [14/Nov/2025 06:21:31] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T06:21:32.484146072Z [err]  100.64.0.4 - - [14/Nov/2025 06:21:32] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T06:22:02.472586920Z [err]  100.64.0.10 - - [14/Nov/2025 06:21:53] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T06:22:02.472602923Z [err]  100.64.0.15 - - [14/Nov/2025 06:21:53] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T06:22:02.472610236Z [err]  100.64.0.15 - - [14/Nov/2025 06:21:52] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T06:22:02.472614920Z [err]  100.64.0.15 - - [14/Nov/2025 06:21:52] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T06:22:02.472619409Z [err]  100.64.0.15 - - [14/Nov/2025 06:21:52] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T06:22:02.472625344Z [err]  100.64.0.15 - - [14/Nov/2025 06:21:52] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T06:22:02.472630495Z [err]  100.64.0.15 - - [14/Nov/2025 06:21:52] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T06:22:32.537922520Z [err]  100.64.0.15 - - [14/Nov/2025 06:22:29] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T06:22:32.537930798Z [err]  100.64.0.15 - - [14/Nov/2025 06:22:29] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T06:22:32.537935464Z [err]  100.64.0.15 - - [14/Nov/2025 06:22:29] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T06:22:32.537941315Z [err]  100.64.0.15 - - [14/Nov/2025 06:22:29] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T06:22:32.537945791Z [err]  100.64.0.15 - - [14/Nov/2025 06:22:29] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T06:22:32.537950764Z [err]  100.64.0.10 - - [14/Nov/2025 06:22:29] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T06:22:32.537956181Z [err]  100.64.0.15 - - [14/Nov/2025 06:22:30] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T06:22:32.537960398Z [err]  100.64.0.4 - - [14/Nov/2025 06:22:31] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T06:22:32.537965129Z [err]  100.64.0.4 - - [14/Nov/2025 06:22:31] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T06:22:32.537971176Z [err]  100.64.0.4 - - [14/Nov/2025 06:22:31] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T06:22:32.537976574Z [err]  100.64.0.4 - - [14/Nov/2025 06:22:31] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T06:22:32.537980951Z [err]  100.64.0.4 - - [14/Nov/2025 06:22:31] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T06:22:32.537985793Z [err]  100.64.0.7 - - [14/Nov/2025 06:22:31] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T06:22:32.537990633Z [err]  100.64.0.4 - - [14/Nov/2025 06:22:32] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T06:22:52.561436735Z [err]  100.64.0.15 - - [14/Nov/2025 06:22:51] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T06:22:52.561441102Z [err]  100.64.0.15 - - [14/Nov/2025 06:22:51] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T06:22:52.561445771Z [err]  100.64.0.15 - - [14/Nov/2025 06:22:51] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T06:22:52.561450233Z [err]  100.64.0.15 - - [14/Nov/2025 06:22:51] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T06:22:52.561455069Z [err]  100.64.0.15 - - [14/Nov/2025 06:22:51] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T06:22:52.561460600Z [err]  100.64.0.14 - - [14/Nov/2025 06:22:52] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T06:22:52.561465885Z [err]  100.64.0.15 - - [14/Nov/2025 06:22:52] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T06:23:32.566949184Z [err]  100.64.0.4 - - [14/Nov/2025 06:23:32] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T06:23:32.566968659Z [err]  100.64.0.15 - - [14/Nov/2025 06:23:22] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T06:23:32.566974877Z [err]  100.64.0.15 - - [14/Nov/2025 06:23:22] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T06:23:32.566975274Z [err]  100.64.0.15 - - [14/Nov/2025 06:23:22] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T06:23:32.566992123Z [err]  100.64.0.15 - - [14/Nov/2025 06:23:22] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T06:23:32.567002561Z [err]  100.64.0.15 - - [14/Nov/2025 06:23:22] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T06:23:32.567011041Z [err]  100.64.0.10 - - [14/Nov/2025 06:23:23] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T06:23:32.567019215Z [err]  100.64.0.15 - - [14/Nov/2025 06:23:23] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T06:23:32.567026027Z [err]  100.64.0.8 - - [14/Nov/2025 06:23:31] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T06:23:32.567031970Z [err]  100.64.0.4 - - [14/Nov/2025 06:23:31] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T06:23:32.567039244Z [err]  100.64.0.4 - - [14/Nov/2025 06:23:32] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T06:23:32.567046503Z [err]  100.64.0.4 - - [14/Nov/2025 06:23:32] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T06:23:32.567052550Z [err]  100.64.0.4 - - [14/Nov/2025 06:23:32] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T06:23:32.567059593Z [err]  100.64.0.4 - - [14/Nov/2025 06:23:32] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T06:24:02.585210125Z [err]  100.64.0.15 - - [14/Nov/2025 06:23:52] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T06:24:02.585215205Z [err]  100.64.0.15 - - [14/Nov/2025 06:23:52] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T06:24:02.585220476Z [err]  100.64.0.15 - - [14/Nov/2025 06:23:52] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T06:24:02.585224568Z [err]  100.64.0.15 - - [14/Nov/2025 06:23:52] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T06:24:02.585228883Z [err]  100.64.0.15 - - [14/Nov/2025 06:23:52] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T06:24:02.585233082Z [err]  100.64.0.13 - - [14/Nov/2025 06:23:52] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T06:24:02.585237542Z [err]  100.64.0.15 - - [14/Nov/2025 06:23:53] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T06:24:32.650195167Z [err]  100.64.0.15 - - [14/Nov/2025 06:24:31] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T06:24:32.650202522Z [err]  100.64.0.15 - - [14/Nov/2025 06:24:31] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T06:24:32.650207407Z [err]  100.64.0.4 - - [14/Nov/2025 06:24:31] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T06:24:32.650212360Z [err]  100.64.0.15 - - [14/Nov/2025 06:24:31] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T06:24:32.650217873Z [err]  100.64.0.4 - - [14/Nov/2025 06:24:31] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T06:24:32.650222324Z [err]  100.64.0.4 - - [14/Nov/2025 06:24:31] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T06:24:32.650226453Z [err]  100.64.0.15 - - [14/Nov/2025 06:24:31] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T06:24:32.650230621Z [err]  100.64.0.15 - - [14/Nov/2025 06:24:31] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T06:24:32.650235006Z [err]  100.64.0.5 - - [14/Nov/2025 06:24:31] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T06:24:32.650239676Z [err]  100.64.0.4 - - [14/Nov/2025 06:24:31] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T06:24:32.650243480Z [err]  100.64.0.4 - - [14/Nov/2025 06:24:31] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T06:24:32.650247616Z [err]  100.64.0.3 - - [14/Nov/2025 06:24:32] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T06:24:32.650254783Z [err]  100.64.0.4 - - [14/Nov/2025 06:24:32] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T06:24:32.650258551Z [err]  100.64.0.15 - - [14/Nov/2025 06:24:32] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T06:25:22.719695177Z [err]  100.64.0.15 - - [14/Nov/2025 06:25:14] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T06:25:22.719704889Z [err]  100.64.0.15 - - [14/Nov/2025 06:25:14] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T06:25:22.719711865Z [err]  100.64.0.15 - - [14/Nov/2025 06:25:14] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T06:25:22.719720700Z [err]  100.64.0.14 - - [14/Nov/2025 06:25:14] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T06:25:22.719728595Z [err]  100.64.0.15 - - [14/Nov/2025 06:25:14] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T06:25:22.719736152Z [err]  100.64.0.15 - - [14/Nov/2025 06:25:14] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T06:25:22.719742575Z [err]  100.64.0.15 - - [14/Nov/2025 06:25:15] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T06:25:22.719749566Z [err]  100.64.0.15 - - [14/Nov/2025 06:25:21] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T06:25:22.719756637Z [err]  100.64.0.15 - - [14/Nov/2025 06:25:21] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T06:25:22.719764126Z [err]  100.64.0.15 - - [14/Nov/2025 06:25:21] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T06:25:22.719772423Z [err]  100.64.0.15 - - [14/Nov/2025 06:25:21] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T06:25:22.719779966Z [err]  100.64.0.15 - - [14/Nov/2025 06:25:21] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T06:25:22.719787925Z [err]  100.64.0.3 - - [14/Nov/2025 06:25:22] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T06:25:22.719795991Z [err]  100.64.0.15 - - [14/Nov/2025 06:25:22] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T06:25:31.935016397Z [err]  100.64.0.4 - - [14/Nov/2025 06:25:31] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T06:25:31.935021535Z [err]  100.64.0.4 - - [14/Nov/2025 06:25:31] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T06:25:31.935026421Z [err]  100.64.0.4 - - [14/Nov/2025 06:25:31] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T06:25:31.935030744Z [err]  100.64.0.4 - - [14/Nov/2025 06:25:31] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T06:25:31.935035042Z [err]  100.64.0.4 - - [14/Nov/2025 06:25:31] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T06:25:31.940374567Z [err]  100.64.0.17 - - [14/Nov/2025 06:25:31] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T06:25:32.244842986Z [err]  100.64.0.4 - - [14/Nov/2025 06:25:32] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T06:25:52.209046942Z [err]  100.64.0.15 - - [14/Nov/2025 06:25:51] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T06:25:52.209051399Z [err]  100.64.0.15 - - [14/Nov/2025 06:25:51] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T06:25:52.209055337Z [err]  100.64.0.15 - - [14/Nov/2025 06:25:51] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T06:25:52.209059421Z [err]  100.64.0.15 - - [14/Nov/2025 06:25:51] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T06:25:52.209063404Z [err]  100.64.0.15 - - [14/Nov/2025 06:25:51] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T06:25:52.209067694Z [err]  100.64.0.10 - - [14/Nov/2025 06:25:52] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T06:25:52.344717311Z [err]  100.64.0.15 - - [14/Nov/2025 06:25:52] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T06:26:22.349263969Z [err]  100.64.0.15 - - [14/Nov/2025 06:26:22] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T06:26:22.349269831Z [err]  100.64.0.15 - - [14/Nov/2025 06:26:22] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T06:26:22.349274928Z [err]  100.64.0.15 - - [14/Nov/2025 06:26:22] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T06:26:22.349279285Z [err]  100.64.0.15 - - [14/Nov/2025 06:26:22] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T06:26:22.349283334Z [err]  100.64.0.15 - - [14/Nov/2025 06:26:22] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T06:26:22.349287380Z [err]  100.64.0.3 - - [14/Nov/2025 06:26:22] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T06:26:22.524750670Z [err]  100.64.0.15 - - [14/Nov/2025 06:26:22] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T06:26:31.971730037Z [err]  100.64.0.4 - - [14/Nov/2025 06:26:31] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T06:26:31.971742782Z [err]  100.64.0.4 - - [14/Nov/2025 06:26:31] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T06:26:31.971750952Z [err]  100.64.0.4 - - [14/Nov/2025 06:26:31] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T06:26:31.971757185Z [err]  100.64.0.4 - - [14/Nov/2025 06:26:31] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T06:26:31.971762653Z [err]  100.64.0.4 - - [14/Nov/2025 06:26:31] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T06:26:31.971770135Z [err]  100.64.0.6 - - [14/Nov/2025 06:26:31] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T06:26:32.302252312Z [err]  100.64.0.4 - - [14/Nov/2025 06:26:32] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T06:26:52.245239727Z [err]  100.64.0.15 - - [14/Nov/2025 06:26:51] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T06:26:52.245246966Z [err]  100.64.0.15 - - [14/Nov/2025 06:26:51] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T06:26:52.245251650Z [err]  100.64.0.15 - - [14/Nov/2025 06:26:51] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T06:26:52.245257385Z [err]  100.64.0.15 - - [14/Nov/2025 06:26:52] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T06:26:52.245262025Z [err]  100.64.0.15 - - [14/Nov/2025 06:26:52] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T06:26:52.245266306Z [err]  100.64.0.9 - - [14/Nov/2025 06:26:52] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T06:26:52.322973715Z [err]  100.64.0.15 - - [14/Nov/2025 06:26:52] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T06:27:32.367881845Z [inf]  ================================================================================
2025-11-14T06:27:32.367890989Z [inf]  [DIAGNOSTIC] Inspecting SDK market object attributes:
2025-11-14T06:27:32.367897039Z [inf]  ================================================================================
2025-11-14T06:27:32.367902123Z [inf]  Type: <class 'opinion_api.models.openapi_market_data_open_api.OpenapiMarketDataOpenAPI'>
2025-11-14T06:27:32.367907157Z [inf]  Dir: ['_OpenapiMarketDataOpenAPI__properties', '__abstractmethods__', '__annotations__', '__class__', '__class_getitem__', '__class_vars__', '__copy__', '__deepcopy__', '__delattr__', '__dict__', '__dir__', '__doc__', '__eq__', '__fields__', '__fields_set__', '__format__', '__ge__', '__get_pydantic_core_schema__', '__get_pydantic_json_schema__', '__getattr__', '__getattribute__', '__getstate__', '__gt__', '__hash__', '__init__', '__init_subclass__', '__iter__', '__le__', '__lt__', '__module__', '__ne__', '__new__', '__pretty__', '__private_attributes__', '__pydantic_complete__', '__pydantic_computed_fields__', '__pydantic_core_schema__', '__pydantic_custom_init__', '__pydantic_decorators__', '__pydantic_extra__', '__pydantic_fields__', '__pydantic_fields_set__', '__pydantic_generic_metadata__', '__pydantic_init_subclass__', '__pydantic_on_complete__', '__pydantic_parent_namespace__', '__pydantic_post_init__', '__pydantic_private__', '__pydantic_root_model__', '__pydantic_serializer__', '__pydantic_setattr_handlers__', '__pydantic_validator__', '__reduce__', '__reduce_ex__', '__replace__', '__repr__', '__repr_args__', '__repr_name__', '__repr_recursion__', '__repr_str__', '__rich_repr__', '__setattr__', '__setstate__', '__signature__', '__sizeof__', '__slots__', '__str__', '__subclasshook__', '__weakref__', '_abc_impl', '_calculate_keys', '_copy_and_set_values', '_get_value', '_iter', '_setattr_handler', 'chain_id', 'child_markets', 'condition_id', 'construct', 'copy', 'created_at', 'cutoff_at', 'dict', 'from_dict', 'from_json', 'from_orm', 'json', 'market_id', 'market_title', 'model_computed_fields', 'model_config', 'model_construct', 'model_copy', 'model_dump', 'model_dump_json', 'model_extra', 'model_fields', 'model_fields_set', 'model_json_schema', 'model_parametrized_name', 'model_post_init', 'model_rebuild', 'model_validate', 'model_validate_json', 'model_validate_strings', 'no_label', 'no_token_id', 'parse_file', 'parse_obj', 'parse_raw', 'question_id', 'quote_token', 'resolved_at', 'result_token_id', 'rules', 'schema', 'schema_json', 'status', 'status_enum', 'to_dict', 'to_json', 'to_str', 'update_forward_refs', 'validate', 'volume', 'yes_label', 'yes_token_id']
2025-11-14T06:27:32.367964303Z [err]  100.64.0.15 - - [14/Nov/2025 06:27:22] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T06:27:32.367972305Z [err]  100.64.0.15 - - [14/Nov/2025 06:27:22] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T06:27:32.367978370Z [err]  100.64.0.15 - - [14/Nov/2025 06:27:22] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T06:27:32.367984122Z [err]  100.64.0.15 - - [14/Nov/2025 06:27:23] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T06:27:32.367989069Z [err]  100.64.0.15 - - [14/Nov/2025 06:27:23] "GET /api/leaderboard HTTP/1.1" 200 -
