2025-11-14T20:01:08.000000000Z [inf]  Starting Container
2025-11-14T20:12:05.743179121Z [err]  [2025-11-14 20:12:05] [INFO] [BANKROLL MODE] TEST - Initial: $50.0, Daily limit: $5.0
2025-11-14T20:12:05.743185973Z [inf]  ✓ Opinion.trade SDK initialized (wallet: 0x43C9bAd451ed65b5268cec681FCe42AdA00Fc675)
2025-11-14T20:12:07.788635604Z [err]  100.64.0.8 - - [14/Nov/2025 20:12:07] "GET /admin/logs?password=replit%23&lines=500 HTTP/1.1" 200 -
2025-11-14T20:12:08.780335194Z [inf]  [INFO] Opinion.trade API: Retrieved 16 active markets
2025-11-14T20:12:08.780342004Z [err]  [2025-11-14 20:12:08] [INFO] [INFO] Fetched 16 events from Opinion.trade
2025-11-14T20:12:08.780352039Z [err]  [2025-11-14 20:12:08] [INFO] [CATEGORY] Events grouped into 2 categories: {'Crypto': 6, 'Other': 10}
2025-11-14T20:12:08.780359994Z [err]  [2025-11-14 20:12:08] [INFO] [INFO] 
2025-11-14T20:12:08.780369160Z [err]  Processing cycle for ChatGPT
2025-11-14T20:12:08.780377355Z [err]  [2025-11-14 20:12:08] [INFO] [INFO] ChatGPT - Analyzing 2 categories
2025-11-14T20:12:08.785713130Z [inf]  [CACHE MISS] Fetched & cached technical data for BTC
2025-11-14T20:12:09.664703134Z [inf]  [CACHE MISS] Fetched & cached news data for BTC
2025-11-14T20:12:09.664709764Z [inf]  [CACHE MISS] Fetched & cached volatility data for BTC-USD
2025-11-14T20:12:11.618217317Z [inf]  [CACHE MISS] Fetched & cached technical data for ETH
2025-11-14T20:12:11.618226192Z [inf]  [CACHE MISS] Fetched & cached news data for ETH
2025-11-14T20:12:11.618232603Z [inf]  [CACHE MISS] Fetched & cached volatility data for ETH-USD
2025-11-14T20:12:12.611774673Z [inf]  [CACHE HIT] Technical data for ETH
2025-11-14T20:12:12.611782693Z [inf]  [CACHE HIT] News data for ETH
2025-11-14T20:12:12.611792233Z [inf]  [CACHE HIT] Volatility data for ETH
2025-11-14T20:12:13.820450537Z [inf]  [CACHE HIT] Technical data for ETH
2025-11-14T20:12:13.820457417Z [inf]  [CACHE HIT] News data for ETH
2025-11-14T20:12:13.820465148Z [inf]  [CACHE HIT] Volatility data for ETH
2025-11-14T20:12:15.593064518Z [inf]  [CACHE HIT] Technical data for ETH
2025-11-14T20:12:15.593079142Z [inf]  [CACHE HIT] News data for ETH
2025-11-14T20:12:15.593092934Z [inf]  [CACHE HIT] Volatility data for ETH
2025-11-14T20:12:17.707906810Z [err]  [2025-11-14 20:12:17] [INFO] [INFO] ChatGPT - No opportunities found
2025-11-14T20:12:17.707913483Z [err]  [2025-11-14 20:12:17] [INFO] [INFO] ChatGPT - Cycle complete: 0 bets placed, 6 skipped, 6 events analyzed
2025-11-14T20:12:17.707921891Z [err]  [2025-11-14 20:12:17] [INFO] [INFO] 
2025-11-14T20:12:17.707928947Z [err]  Processing cycle for Gemini
2025-11-14T20:12:17.707936193Z [err]  [2025-11-14 20:12:17] [INFO] [INFO] Gemini - Analyzing 2 categories
2025-11-14T20:12:17.707941878Z [inf]  [CACHE HIT] Technical data for BTC
2025-11-14T20:12:17.707946775Z [inf]  [CACHE HIT] News data for BTC
2025-11-14T20:12:17.707951651Z [inf]  [CACHE HIT] Volatility data for BTC
2025-11-14T20:12:17.707958148Z [inf]  [CACHE HIT] Technical data for ETH
2025-11-14T20:12:17.707966284Z [inf]  [CACHE HIT] News data for ETH
2025-11-14T20:12:17.707971609Z [inf]  [CACHE HIT] Volatility data for ETH
2025-11-14T20:12:17.707978654Z [inf]  [CACHE HIT] Technical data for ETH
2025-11-14T20:12:17.707983703Z [inf]  [CACHE HIT] News data for ETH
2025-11-14T20:12:17.707988449Z [inf]  [CACHE HIT] Volatility data for ETH
2025-11-14T20:12:17.707993207Z [inf]  [CACHE HIT] Technical data for ETH
2025-11-14T20:12:17.708000436Z [inf]  [CACHE HIT] News data for ETH
2025-11-14T20:12:17.708007661Z [inf]  [CACHE HIT] Volatility data for ETH
2025-11-14T20:12:17.708013702Z [inf]  [CACHE HIT] Technical data for ETH
2025-11-14T20:12:17.708019376Z [inf]  [CACHE HIT] News data for ETH
2025-11-14T20:12:17.708025097Z [inf]  [CACHE HIT] Volatility data for ETH
2025-11-14T20:12:17.712523230Z [err]  [2025-11-14 20:12:17] [INFO] [INFO] Gemini - No opportunities found
2025-11-14T20:12:17.712527916Z [err]  [2025-11-14 20:12:17] [INFO] [INFO] Gemini - Cycle complete: 0 bets placed, 6 skipped, 6 events analyzed
2025-11-14T20:12:17.712532493Z [err]  [2025-11-14 20:12:17] [INFO] [INFO] 
2025-11-14T20:12:17.712537419Z [err]  Processing cycle for Qwen
2025-11-14T20:12:17.712542879Z [err]  [2025-11-14 20:12:17] [INFO] [INFO] Qwen - Analyzing 2 categories
2025-11-14T20:12:17.893029689Z [inf]  [CACHE HIT] Technical data for BTC
2025-11-14T20:12:17.893040051Z [inf]  [CACHE HIT] News data for BTC
2025-11-14T20:12:17.893047433Z [inf]  [CACHE HIT] Volatility data for BTC
2025-11-14T20:12:18.768770797Z [inf]  [CACHE HIT] Technical data for ETH
2025-11-14T20:12:18.768779095Z [inf]  [CACHE HIT] News data for ETH
2025-11-14T20:12:18.768790957Z [inf]  [CACHE HIT] Volatility data for ETH
2025-11-14T20:12:19.706263407Z [inf]  [CACHE HIT] Technical data for ETH
2025-11-14T20:12:19.706270009Z [inf]  [CACHE HIT] News data for ETH
2025-11-14T20:12:19.706284969Z [inf]  [CACHE HIT] Volatility data for ETH
2025-11-14T20:12:19.706291753Z [inf]  [CACHE HIT] Technical data for ETH
2025-11-14T20:12:19.706297192Z [inf]  [CACHE HIT] News data for ETH
2025-11-14T20:12:19.706302773Z [inf]  [CACHE HIT] Volatility data for ETH
2025-11-14T20:12:19.706308589Z [inf]  [CACHE HIT] Technical data for ETH
2025-11-14T20:12:19.706315217Z [inf]  [CACHE HIT] News data for ETH
2025-11-14T20:12:19.706320952Z [inf]  [CACHE HIT] Volatility data for ETH
2025-11-14T20:12:19.706326865Z [err]  [2025-11-14 20:12:19] [INFO] [INFO] Qwen - No opportunities found
2025-11-14T20:12:19.706333105Z [err]  [2025-11-14 20:12:19] [INFO] [INFO] Qwen - Cycle complete: 0 bets placed, 6 skipped, 6 events analyzed
2025-11-14T20:12:19.706339379Z [err]  [2025-11-14 20:12:19] [INFO] [INFO] 
2025-11-14T20:12:19.706344941Z [err]  Processing cycle for Deepseek
2025-11-14T20:12:19.706350548Z [err]  [2025-11-14 20:12:19] [INFO] [INFO] Deepseek - Analyzing 2 categories
2025-11-14T20:12:19.871095446Z [inf]  [CACHE HIT] Technical data for BTC
2025-11-14T20:12:19.871099716Z [inf]  [CACHE HIT] News data for BTC
2025-11-14T20:12:19.871104438Z [inf]  [CACHE HIT] Volatility data for BTC
2025-11-14T20:12:23.815957199Z [err]  100.64.0.3 - - [14/Nov/2025 20:12:23] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T20:12:23.824580510Z [err]  100.64.0.3 - - [14/Nov/2025 20:12:23] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T20:12:23.827414114Z [err]  100.64.0.3 - - [14/Nov/2025 20:12:23] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T20:12:23.832000177Z [err]  100.64.0.3 - - [14/Nov/2025 20:12:23] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T20:12:23.841621030Z [err]  100.64.0.3 - - [14/Nov/2025 20:12:23] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T20:12:23.928299296Z [err]  100.64.0.9 - - [14/Nov/2025 20:12:23] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T20:12:24.679547944Z [err]  100.64.0.3 - - [14/Nov/2025 20:12:24] "GET /api/market-header HTTP/1.1" 200 -
